1.457588668976002850e+02,3.070239852800135671e-01,9.600000000000000000e+01
2.167428886506658614e+02,6.300178274831855774e-01,9.100000000000000000e+01
3.109424726847931879e+02,3.493688608715287969e-01,5.200000000000000000e+01
1.097742898164988219e+02,5.160544169422486283e-01,8.000000000000000000e+01
3.264390192140183444e+02,5.373682234746237629e-01,4.200000000000000000e+01
1.442189675544598799e+02,2.478835644204216426e-01,7.800000000000000000e+01
2.031980480557715509e+02,8.756677022116469145e-01,4.500000000000000000e+01
2.236316589923143283e+02,7.201062586888916650e-01,4.700000000000000000e+01
1.475650158200425324e+02,8.515991532513513818e-01,6.600000000000000000e+01
1.939785765983625083e+02,8.158618803421191501e-01,4.800000000000000000e+01
1.099846478269280396e+02,5.783199830488681137e-01,7.600000000000000000e+01
1.674324232650365616e+02,8.374993880184935513e-01,7.200000000000000000e+01
1.197569013674234100e+02,1.707940016415356033e-01,9.000000000000000000e+01
1.256346154694666239e+02,2.567862899353161588e-01,8.100000000000000000e+01
1.537333381291277021e+02,1.361818311284304639e-01,8.300000000000000000e+01
2.127997387969852809e+02,3.602642646106115065e-01,6.300000000000000000e+01
2.692442081982026707e+02,4.109418317515856067e-01,5.400000000000000000e+01
1.618049741756557580e+02,3.170792254191167614e-01,9.800000000000000000e+01
2.887352456467845627e+02,7.629900073215435397e-01,9.300000000000000000e+01
1.439509140090394794e+02,3.854026613548714453e-01,7.100000000000000000e+01
1.640388172745718975e+02,3.247476077499046321e-01,7.100000000000000000e+01
1.550846114172403531e+02,5.341568665265987725e-01,6.300000000000000000e+01
1.443136887125881458e+02,2.127393799798101282e-01,8.000000000000000000e+01
2.630552245821430120e+02,7.417575846032318232e-01,9.100000000000000000e+01
1.255702368485876832e+02,1.596405149438166748e-01,8.800000000000000000e+01
3.025964802253699304e+02,8.895095492804139248e-01,8.800000000000000000e+01
3.031948073385615317e+02,7.177958154373259569e-01,9.700000000000000000e+01
1.148576263478904451e+02,2.589725452273379247e-01,9.100000000000000000e+01
4.227941647442030444e+02,1.044176936988819304e-01,5.100000000000000000e+01
1.704642156152947337e+02,7.523691427638673490e-01,7.800000000000000000e+01
2.898613301335583969e+02,6.654858750780937582e-01,4.100000000000000000e+01
2.755533784651411793e+02,6.832057344327898685e-01,4.200000000000000000e+01
2.284346316668539885e+02,7.170162773487566144e-01,8.800000000000000000e+01
1.903585884734832518e+02,1.592357213872722943e-01,7.600000000000000000e+01
1.177174214984977425e+02,3.867725828354180995e-01,8.800000000000000000e+01
1.244810181541161000e+02,1.926952476201037878e-01,9.500000000000000000e+01
1.512593558981124886e+02,7.904827407004748618e-01,5.600000000000000000e+01
2.618925668450779654e+02,5.986385014620463352e-01,9.800000000000000000e+01
1.141619512647306607e+02,3.647184198821193934e-01,8.800000000000000000e+01
4.924563016354602496e+02,1.508466802288189190e-01,4.100000000000000000e+01
4.093357131669990281e+02,3.487858573725297617e-01,4.100000000000000000e+01
1.811311950520165226e+02,3.601466576213976367e-01,6.700000000000000000e+01
2.550622138346920167e+02,6.836849426704513233e-01,9.300000000000000000e+01
1.437470178131860052e+02,6.100459770841705209e-01,6.200000000000000000e+01
1.799618559050341560e+02,8.097701940610613214e-01,7.600000000000000000e+01
1.202348051586515680e+02,4.777719401295594803e-01,7.100000000000000000e+01
2.056471918901097808e+02,1.956753967506413838e-01,7.200000000000000000e+01
2.967299710337379679e+02,6.705958297783960464e-01,4.000000000000000000e+01
1.500432177193608538e+02,7.086280388935179975e-01,5.800000000000000000e+01
3.309561475355316702e+02,5.490217580555970533e-01,4.100000000000000000e+01
2.606982198283596404e+02,7.167737439636487906e-01,9.200000000000000000e+01
1.169365383242702165e+02,4.950364770915126056e-01,8.300000000000000000e+01
1.458180619777196512e+02,5.181862635055952682e-01,6.500000000000000000e+01
1.281743837953453351e+02,4.420328146868397479e-01,7.100000000000000000e+01
4.695464753890597649e+02,1.203353013952761508e-01,4.500000000000000000e+01
2.172176488413761319e+02,1.863131415946435721e-01,7.100000000000000000e+01
